run,stage,run_group,model,sweep_label,seed,mean_foscttm,time_mae,time_spearman,jvp_rhs_cos,jvp_norm,rhs_norm,kappa_mean,beta_mean,lr,sinkhorn_reg,lambda_dyn,phi_init_gain,kot_rna_layer,kot_protein_layer,velocity_layer
run_20260701_183237,clean,linked_ode,kot_nodyn,,88.0,0.039847,0.2129373874774955,0.9999949014866165,-0.8329591751098633,0.18251155316829681,1.526491403579712,0.6950715780258179,0.6941672563552856,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_183237,clean,linked_ode,kot_nodyn,,101.0,0.044929,0.23891698339667933,0.999995370302852,-0.8325629234313965,0.18636062741279602,1.4744906425476074,0.6950685977935791,0.6831969618797302,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_183237,clean,linked_ode,kot_nodyn,,123.0,0.040998,0.21769713942788557,0.9999939532224156,-0.8252667784690857,0.1824677586555481,1.4927303791046143,0.6950809359550476,0.6874715685844421,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_183237,clean,linked_ode,kot_nodyn,,2026.0,0.040334,0.21427685537107422,0.9999947112143569,-0.8318068981170654,0.18129757046699524,1.511841058731079,0.6950700879096985,0.6904825568199158,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p01_maxiter_100,,0.522506,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p01_maxiter_1000,,0.522506,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p01_maxiter_200,,0.522506,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p01_maxiter_500,,0.522506,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p05_maxiter_100,,0.548474,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p05_maxiter_1000,,0.548474,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p05_maxiter_200,,0.548474,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p05_maxiter_500,,0.548474,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p1_maxiter_100,,0.480252,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p1_maxiter_1000,,0.480252,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p1_maxiter_200,,0.480252,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p1_maxiter_500,,0.480252,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p5_maxiter_100,,0.487541,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p5_maxiter_1000,,0.487541,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p5_maxiter_200,,0.487541,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
run_20260701_200635_moscot_sweep,clean,linked_ode,moscot_sweep,epsilon_0p5_maxiter_500,,0.487541,,,,,,,,0.001,0.1,1.0,0.5,spliced_mean,protein_mean,true_velocity_mean
