run,stage,run_group,model,sweep_label,dataset,seed,mean_foscttm,jvp_rhs_cos,time_mae,time_spearman,kappa_mean,beta_mean,lr,sinkhorn_reg,lambda_dyn,kot_rna_layer,kot_protein_layer,velocity_layer
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle,,synthetic_linked_ode,33.0,0.02013,0.848818302154541,0.1097983596719344,0.9999952325429116,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle,,synthetic_linked_ode,42.0,0.019222,0.8561526536941528,0.10659011802360474,0.9999947161347046,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle,,synthetic_linked_ode,77.0,0.020918,0.8416939377784729,0.11260652130426085,0.9999948321747167,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle,,synthetic_linked_ode,88.0,0.020178,0.8484541177749634,0.10958911782356472,0.9999947488466963,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle,,synthetic_linked_ode,101.0,0.019609,0.8554983139038086,0.10581756351270255,0.9999950342306932,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle,,synthetic_linked_ode,123.0,0.018947,0.8591891527175903,0.10521304260852171,0.9999949503027017,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle,,synthetic_linked_ode,2026.0,0.018663,0.8511279821395874,0.1052638527705541,0.9999943787904713,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,6.0,0.019857,0.8105897903442383,0.1010354070814163,0.9999946884627167,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,9.0,0.019767,0.8071361780166626,0.10168193638727746,0.9999942784463984,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,11.0,0.019113,0.7328024506568909,0.0962748549709942,0.9999929112616787,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,17.0,0.019939,0.7654750943183899,0.09946909381876375,0.9999928688540771,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,21.0,0.017261,0.7900240421295166,0.09007801560312062,0.9999941253983138,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,33.0,0.02201,0.726521372795105,0.10578515703140629,0.9999926247733879,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,42.0,0.018838,0.7617336511611938,0.09653250650130026,0.9999927821898286,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,77.0,0.01833,0.7750332355499268,0.0964268853770754,0.9999921050056684,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,88.0,0.02045,0.7263046503067017,0.09966113222644528,0.9999937430061638,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,101.0,0.019871,0.7447603344917297,0.0956631326265253,0.9999936049823981,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,123.0,0.019013,0.7486914396286011,0.0979619923984797,0.9999914953090079,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha,,synthetic_linked_ode,2026.0,0.018634,0.7862528562545776,0.10019603920784156,0.999991824805659,1.0,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,6.0,0.050117,0.9675378203392029,0.2907733546709342,0.999997156047429,0.42690765857696533,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,9.0,0.057357,0.9732047319412231,0.33927225445089015,0.9999972040233853,0.3463728129863739,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,11.0,0.049215,0.9678981304168701,0.28650210042008395,0.9999970058073979,0.4356333613395691,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,17.0,0.056317,0.9705847501754761,0.33148629725945183,0.999996917319335,0.3581942021846771,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,21.0,0.058381,0.974263608455658,0.345621124224845,0.9999969821913568,0.32847338914871216,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,33.0,0.049528,0.9686586856842041,0.28807921584316865,0.9999969230313542,0.43679237365722656,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,42.0,0.056142,0.9697133302688599,0.3295687137427485,0.9999971197593676,0.3682454228401184,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,77.0,0.051335,0.9684847593307495,0.2984444888977795,0.9999969500313837,0.41416630148887634,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,88.0,0.046835,0.9630175828933716,0.2722116423284657,0.9999968371353343,0.461660236120224,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,101.0,0.052506,0.9711434841156006,0.3066413282656531,0.9999969843273624,0.3982996344566345,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,123.0,0.055556,0.9712671041488647,0.3251918383676735,0.9999970015353475,0.3647599220275879,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_kotoracles_mean_20260701_205724,oracle,linked_ode,kot_oracle_learnalpha_kappa,,synthetic_linked_ode,2026.0,0.055867,0.9725041389465332,0.32971994398879767,0.9999970995993992,0.370453804731369,0.4999999403953552,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,linear_ode,,synthetic_linked_ode,,0.443912,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,moscot,,synthetic_linked_ode,,0.544182,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p01_maxiter_100,synthetic_linked_ode,,0.525319,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p01_maxiter_1000,synthetic_linked_ode,,0.525319,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p01_maxiter_200,synthetic_linked_ode,,0.525319,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p01_maxiter_500,synthetic_linked_ode,,0.525319,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p05_maxiter_100,synthetic_linked_ode,,0.531904,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p05_maxiter_1000,synthetic_linked_ode,,0.531904,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p05_maxiter_200,synthetic_linked_ode,,0.531904,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p05_maxiter_500,synthetic_linked_ode,,0.531904,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p1_maxiter_100,synthetic_linked_ode,,0.544182,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p1_maxiter_1000,synthetic_linked_ode,,0.544182,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p1_maxiter_200,synthetic_linked_ode,,0.544182,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p1_maxiter_500,synthetic_linked_ode,,0.544182,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p5_maxiter_100,synthetic_linked_ode,,0.585366,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p5_maxiter_1000,synthetic_linked_ode,,0.585366,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p5_maxiter_200,synthetic_linked_ode,,0.585366,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_mean_moscot_sweep,oracle,linked_ode,moscot_sweep,epsilon_0p5_maxiter_500,synthetic_linked_ode,,0.585366,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,scot,,synthetic_linked_ode,,0.173877,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,6.0,0.503228,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,9.0,0.540217,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,11.0,0.416461,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,17.0,0.149077,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,21.0,0.611329,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,33.0,0.55612,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,42.0,0.502187,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,77.0,0.569443,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,88.0,0.454505,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,101.0,0.563944,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,123.0,0.49167,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
run_oracle_baselines_mean,oracle,linked_ode,uniport,,synthetic_linked_ode,2026.0,0.400467,,,,,,0.001,0.1,1.0,spliced_mean,protein_mean,true_velocity_mean
